Planet_Name,Host_Star,Discovery_Method,Discovery_Year,Discovery_Facility,Reference_Name,Orbital_Period_Days,Orbital_Period_Error_Upper,Orbital_Period_Error_Lower,Semi_Major_Axis_AU,Planet_Radius_Earth,pl_radj,Planet_Mass_Earth,pl_bmassj,pl_bmassprov,Orbital_Eccentricity,pl_insol,Equilibrium_Temperature,UEB_temp,LEB_temp,pl_eqtlim,ttv_flag,st_refname,st_spectype,Star_Temperature_K,Star_UEBTemp,Star_LEBTemp,st_tefflim,Star_Radius_Solar,Star_Mass_Solar,Star_Metallicity,Star_Surface_Gravity,sy_refname,rastr,ra,dec,System_Distance_PC,System_Visual_Magnitude,System_Infrared_Magnitude,Discovery_Date,features,scaled_features,Discovery_Method_Index,Discovery_Facility_Index
WASP-110 b,WASP-110,Transit,2021,Paranal Observatory,<a refstr=NIKOLOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...88N/abstract target=ref>Nikolov et al. 2021</a>,3.77840121,8.2E-7,-8.20E-07,0.11312557679914075,13.877,1.238,162.09249,0.51,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=NIKOLOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...88N/abstract target=ref>Nikolov et al. 2021</a>,G9,5400,140,-140,0,1.1072227151730245,0.9801774622892632,-0.06,4.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h23m29.38s,305.8724366,-44.0587001,274.96,12.762,10.871,1/1/2021,"[13.877,162.09249,5400.0]","[1.0085501125654066,-0.24459502321855003,0.007077859764137736]",0,21
WASP-113 b,WASP-113,Transit,2016,SuperWASP-North,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,4.54216875,4.2E-6,-4.20E-06,0.05885,15.793,1.409,150.96925,0.475,Mass,0,486.9533952254643,1496,60,-60,0,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,G1,5890,140,-140,0,1.61,1.32,0.1,4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h59m29.49s,224.8728589,46.9600996,435.156,11.761,10.311,1/1/2016,"[15.793,150.96925,5890.0]","[1.3567356577256724,-0.2676065213798352,0.6071959155339453]",0,15
WASP-7 b,WASP-7,Transit,2008,SuperWASP,<a refstr=SOUTHWORTH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A...8S/abstract target=ref> Southworth et al. 2011 </a>,4.9546416,3.5E-6,-3.50E-06,0.0617,14.908,1.33,305.1168,0.96,Mass,0.09342614,486.9533952254643,1487,48,-48,0,0,<a refstr=SOUTHWORTH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A...8S/abstract target=ref> Southworth et al. 2011 </a>,Unknown,6400,100,-100,0,1.43,1.28,0,4.23,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h44m10.26s,311.0427558,-39.2254856,162.303,9.504,8.396,1/1/2008,"[14.908,305.1168,6400.0]","[1.1959088271062384,0.0512903165371401,1.2318085858249694]",0,3
TrES-5 b,TrES-5,Transit,2011,TrES,<a refstr=MISLIS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.448.2617M/abstract target=ref>Mislis et al. 2015</a>,1.48224686,6.14E-6,-6.14E-06,0.02459,13.384,1.194,568.9157,1.79,Mass,0.09342614,486.9533952254643,1480,13,-13,0,0,<a refstr=MISLIS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.448.2617M/abstract target=ref>Mislis et al. 2015</a>,Unknown,5171,36,-36,0,0.87,0.9,0.2,4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h20m53.27s,305.2219454,59.4489033,360.313,13.677,11.591,1/1/2011,"[13.384,568.9157,5171.0]","[0.9189595730226032,0.597031296889902,-0.27338547650379275]",0,16
WTS-1 b,WTS-1,Transit,2012,United Kingdom Infrared Telescope,<a refstr=CAPPETTA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.427.1877C/abstract target=ref> Cappetta et al. 2012 </a>,3.352057,1.3E-5,-1.50E-05,0.047,16.7,1.49,1274.44,4.01,Mass,0.1,486.9533952254643,1500,100,-100,0,0,<a refstr=CAPPETTA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.427.1877C/abstract target=ref> Cappetta et al. 2012 </a>,F6 V,6250,200,-200,0,1.15,1.2,-0.5,4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m56.41s,293.9850284,36.2962939,2346.01,16.644,15.271,1/1/2012,"[16.7,1274.44,6250.0]","[1.5215604434565497,2.056603429846848,1.0480989769158446]",0,28
WASP-114 b,WASP-114,Transit,2016,SuperWASP-North,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,1.5487743,1.2E-6,-9.10E-07,0.02851,15.009,1.339,562.24127,1.769,Mass,0.012,486.9533952254643,2043,58,-58,0,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,G0,5940,140,-140,0,1.43,1.29,0.14,4.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h50m39.77s,327.6656953,10.4629385,523.337,12.685,11.074,1/1/2016,"[15.009,562.24127,5940.0]","[1.2142630755724113,0.5832233925677236,0.6684324518369869]",0,15
WASP-94 A b,WASP-94 A,Transit,2014,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.95019,4.0E-6,-4.00E-06,0.11312557679914075,17.71,1.58,158.915,0.5,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6170,80,-80,0,1.48,1.67,0.26,4.27,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h55m07.98s,313.7832393,-34.1357512,211.211,10.051,8.874,1/1/2014,"[17.71,158.915,6170.0]","[1.705102928118277,-0.25116854004390865,0.9501205188309781]",0,3
WASP-139 b,WASP-139,Transit,2016,SuperWASP-South,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,5.924262,4.0E-6,-4.00E-06,0.062,8.967,0.8,37.18611,0.117,Mass,0,486.9533952254643,910,30,-30,0,0,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,K0,5310,90,-90,0,0.8,0.92,0.2,4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h18m14.92s,49.562173,-41.3020235,212.472,12.456,10.472,1/1/2016,"[8.967,37.18611,5310.0]","[0.11627922178414035,-0.5029984141103035,-0.10314790558133712]",0,7
TOI-763 c,TOI-763,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,12.2737,0.0053,-0.0077,0.1011,2.63,0.235,9.32,0.02932,Mass,0.04,486.9533952254643,800,12,-12,0,0,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,G,5450,60,-60,0,0.9,0.92,0.01,4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h57m52.34s,194.468098,-39.7580613,95.1274,10.265,8.49,1/1/2020,"[2.63,9.32,5450.0]","[-1.035313575543942,-0.5606471692416476,0.06831439606717932]",0,0
WASP-190 b,WASP-190,Transit,2019,WASP-South,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..141T/abstract target=ref>Temple et al. 2019</a>,5.367753,4.0E-6,-4.00E-06,0.0663,12.89,1.15,317.83,1,Mass,0,486.9533952254643,1500,50,-50,0,0,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..141T/abstract target=ref>Temple et al. 2019</a>,F6 IV-V,6400,100,-100,0,1.6,1.35,-0.02,4.17,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h30m50.29s,7.7095292,-40.5734613,542.251,11.645,10.65,1/1/2019,"[12.89,317.83,6400.0]","[0.8291873082474616,0.07759108667462254,1.2318085858249694]",0,10
WASP-49 b,WASP-49,Transit,2012,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.78174,6.0E-6,-6.00E-06,0.11312557679914075,12.442,1.11,117.5971,0.37,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5600,150,-150,0,0.97,0.92,-0.23,4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m21.53s,91.0897193,-16.9653901,194.553,11.352,9.749,1/1/2012,"[12.442,117.5971,5600.0]","[0.7477744041598837,-0.33664604299072676,0.25202400497630406]",0,3
WASP-61 b,WASP-61,Transit,2012,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.8559,3.0E-6,-3.00E-06,0.11312557679914075,15.805,1.41,851.7844,2.68,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6250,150,-150,0,1.55,1.82,-0.1,4.26,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h01m11.92s,75.2996637,-26.0541438,488.66,12.489,11.008,1/1/2012,"[15.805,851.7844,6250.0]","[1.3589163605137324,1.1822234324488874,1.0480989769158446]",0,3
XO-3 b,XO-3,Transit,2007,XO,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.19154,1.4E-4,-1.40E-04,0.11312557679914075,15.805,1.41,2316.9807,7.29,Mass,0.29,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6429,50,-50,0,1.54,0.58,-0.18,3.95,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.70s,65.4695814,57.8172095,213.053,9.854,8.791,1/1/2007,"[15.805,2316.9807,6429.0]","[1.3589163605137324,4.213387190793745,1.2673257768807336]",0,18
TOI-669 b,TOI-669,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.945152,1.8E-5,-1.80E-05,0.048,2.586,0.231,10,0.03146,Mass,0,486.9533952254643,1125,19,-19,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,5597,72,-72,0,0.99,0.92,0.001,4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h35m36.17s,158.9007013,-5.1813735,142.867,10.606,9.134,1/1/2023,"[2.586,10.0,5597.0]","[-1.043309485766829,-0.5592404011821906,0.2483498127981216]",0,0
TrES-2 b,TrES-2,Transit,2006,TrES,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.47063,1.0E-5,-1.00E-05,0.11312557679914075,15.244,1.36,473.5667,1.49,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5850,50,-50,0,1.12,1.36,-0.15,4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,49.3164211,215.32,11.254,9.846,1/1/2006,"[15.244,473.5667,5850.0]","[1.256968505171922,0.3997755208587832,0.5582066864915121]",0,16
WASP-59 b,WASP-59,Transit,2012,SuperWASP,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,7.919585,1.0E-5,-1.00E-05,0.0697,8.687,0.775,274.276,0.863,Mass,0.1,486.9533952254643,670,35,-35,0,0,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,K5 V,4650,150,-150,0,0.61,0.72,-0.15,4.72,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h18m29.51s,349.6229547,24.889277,115.936,12.659,9.723,1/1/2012,"[8.687,274.276,4650.0]","[0.06539615672940398,-0.012512407533595062,-0.9114701847814861]",0,3
WASP-82 b,WASP-82,Transit,2015,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.70579,2.0E-6,-2.00E-06,0.11312557679914075,18.159,1.62,371.8611,1.17,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6480,90,-90,0,2.1,1.48,0.12,3.96,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h50m38.54s,72.6605916,1.8938365,275.664,10.073,8.759,1/1/2015,"[18.159,371.8611,6480.0]","[1.7866975574381927,0.18936935975892324,1.329787043909836]",0,3
WASP-2 b,WASP-2,Transit,2007,SuperWASP,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,2.152175,1.2E-5,-1.10E-05,0.03144,12.117,1.081,295.89973,0.931,Mass,0.09342614,492,1311,52,-50,0,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,Unknown,5180,190,-190,0,0.87,0.9,0.12,4.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h30m54.13s,307.7255587,6.4293305,153.242,11.728,9.632,1/1/2007,"[12.117,295.89973,5180.0]","[0.6887137036499222,0.032222258187465214,-0.2623628999692452]",0,3
WASP-103 b,WASP-103,Transit,2014,SuperWASP,<a refstr=GILLON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562L...3G/abstract target=ref> Gillon et al. 2014 </a>,0.925542,1.9E-5,-1.90E-05,0.01985,17.127,1.528,473.547,1.49,Mass,0.09342614,486.9533952254643,2508,75,-70,0,0,<a refstr=GILLON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562L...3G/abstract target=ref> Gillon et al. 2014 </a>,F8 V,6110,160,-160,0,1.44,1.22,0.06,4.22,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h37m15.57s,249.3148604,7.1833758,375.647,12.402,10.767,1/1/2014,"[17.127,473.547,6110.0]","[1.5991571176650223,0.39973476596059015,0.8766366752673282]",0,3
WASP-41 b,WASP-41,Transit,2012,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.0524,1.0E-6,-1.00E-06,0.11312557679914075,12.33,1.1,270.1555,0.85,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5545,33,-33,0,0.83,0.81,0.06,4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h42m28.51s,190.6188034,-30.6398176,163.371,11.632,9.677,1/1/2012,"[12.33,270.1555,5545.0]","[0.7274211781379892,-0.021036801340936755,0.18466381504295834]",0,3
WASP-25 b,WASP-25,Transit,2010,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.76483,5.0E-6,-5.00E-06,0.11312557679914075,11.994,1.07,139.8452,0.44,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5750,100,-100,0,0.8,0.67,-0.05,4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h01m26.34s,195.3597581,-27.5222273,211.416,11.875,10.174,1/1/2010,"[11.994,139.8452,5750.0]","[0.6663615000723058,-0.29061969525013237,0.43573361388542886]",0,3
WASP-64 b,WASP-64,Transit,2012,SuperWASP,<a refstr=GILLON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..82G/abstract target=ref> Gillon et al. 2013 </a>,1.5732918,1.5E-6,-1.50E-06,0.02648,14.247,1.271,403.945,1.271,Mass,0,486.9533952254643,1689,49,-49,0,0,<a refstr=GILLON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..82G/abstract target=ref> Gillon et al. 2013 </a>,G7,5400,100,-100,0,1.06,1,-0.08,4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m27.58s,101.1149223,-32.8583878,369.926,12.704,10.956,1/1/2012,"[14.247,403.945,5400.0]","[1.0757884485305935,0.2557437799689391,0.007077859764137736]",0,3
WASP-186 b,WASP-186,Transit,2020,SuperWASP,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,5.026799,1.2E-5,-1.40E-05,0.06,12.442,1.11,1341.2426,4.22,Mass,0.33,486.9533952254643,1102,28,-27,0,0,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,F,6361,105,-82,0,1.47,1.22,-0.08,4.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h15m58.87s,18.9953122,21.6169065,278.514,10.81,9.532,1/1/2020,"[12.442,1341.2426,6361.0]","[0.7477744041598837,2.1948030827419633,1.1840440875085971]",0,3
WASP-117 b,WASP-117,Transit,2014,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,10.02165,5.5E-4,-5.50E-04,0.11312557679914075,11.882,1.06,95.349,0.3,Mass,0.3,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6040,90,-90,0,1.22,1.29,-0.11,4.28,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h27m06.19s,36.7758112,-50.2844247,157.963,10.139,8.78,1/1/2014,"[11.882,95.349,6040.0]","[0.6460082740504113,-0.38267239073132114,0.79090552444307]",0,3
WASP-141 b,WASP-141,Transit,2016,SuperWASP-South,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,3.310651,5.0E-6,-5.00E-06,0.0469,13.563,1.21,854.9627,2.69,Mass,0,486.9533952254643,1540,50,-50,0,0,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,F9,5900,120,-120,0,1.37,1.25,0.29,4.26,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h47m17.86s,71.8244347,-17.1151736,516.543,12.65,11.194,1/1/2016,"[13.563,854.9627,5900.0]","[0.9514883896111668,1.1887986249832583,0.6194432227945535]",0,7
WASP-162 b,WASP-162,Transit,2018,SuperWASP-South,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,9.62468,1.0E-5,-1.00E-05,0.0871,11.209,1,1652.716,5.2,Mass,0.434,486.9533952254643,910,20,-20,0,0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,K0,5300,100,-100,0,1.11,0.95,0.28,4.33,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h13m10.30s,168.2929079,-17.6577794,310.841,12.213,10.466,1/1/2018,"[11.209,1652.716,5300.0]","[0.5237071926867062,2.839171951110284,-0.11539521284194544]",0,7
WASP-169 b,WASP-169,Transit,2019,WASP-South,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,5.6114118,9.2E-6,-9.20E-06,0.0681,14.617,1.304,178.30263,0.561,Mass,0,486.9533952254643,1604,74,-42,0,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,F8,6110,101,-101,0,2.01,1.34,0.06,3.96,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h29m32.94s,127.3872297,-12.9447683,627.066,12.167,10.483,1/1/2019,"[14.617,178.30263,6110.0]","[1.1430267844957807,-0.21105986558424786,0.8766366752673282]",0,10
TOI-663 c,TOI-663,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,4.6955507,9.5E-6,-9.40E-06,0.0437,2.26,0.202,3.65,0.01148,Mass,0.09342614,22.3,553,24,-24,0,0,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,M1 V,3681,70,-70,0,0.51,0.51,0.07,4.73,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h40m15.80s,160.0658525,-8.5110827,64.2308,13.667,9.607,1/1/2024,"[2.26,3.65,3681.0]","[-1.1025519115091291,-0.5723771323256489,-2.0982342583344322]",0,0
WASP-87 b,WASP-87,Transit,2016,Anglo-Australian Telescope,<a refstr=ADDISON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A/abstract target=ref>Addison et al. 2016</a>,1.682795,1.9E-6,-1.90E-06,0.02946,15.524,1.385,692.8694,2.18,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=ADDISON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823...29A/abstract target=ref>Addison et al. 2016</a>,Unknown,6450,120,-120,0,1.63,1.2,0.062,4.392565130260512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h21m17.92s,185.3246821,-52.8408163,298.392,10.727,9.552,1/1/2016,"[15.524,692.8694,6450.0]","[1.307851570226658,0.8534638057303563,1.293045122128011]",0,30
WASP-160 B b,WASP-160 B,Transit,2018,SuperWASP-South,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,3.7684952,3.5E-6,-3.50E-06,0.0452,12.218,1.09,88.35674,0.278,Mass,0,486.9533952254643,1119,25,-23,0,0,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,K0 V,5298,99,-99,0,0.87,0.87,0.27,4.392565130260512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h50m43.09s,87.679561,-27.6233218,288.326,13.04,11.055,1/1/2018,"[12.218,88.35674,5298.0]","[0.7070679521160947,-0.3971378143069365,-0.1178446742940671]",0,7
